congress,chamber,district_code,state_abbrev,party_code,bioname,nominate_dim1
106,House,6.0,IL,200,"HYDE, Henry John",0.312
106,House,10.0,IL,200,"PORTER, John Edward",0.217
106,House,17.0,IL,100,"EVANS, Lane Allen",-0.45399999999999996
106,House,3.0,IL,100,"LIPINSKI, William Oliver",-0.17600000000000002
106,House,14.0,IL,200,"HASTERT, John Dennis",0.44299999999999995
106,House,12.0,IL,100,"COSTELLO, Jerry Francis",-0.317
106,House,15.0,IL,200,"EWING, Thomas W.",0.361
106,House,1.0,IL,100,"RUSH, Bobby L.",-0.479
106,House,4.0,IL,100,"GUTIÉRREZ, Luis V.",-0.48700000000000004
106,House,16.0,IL,200,"MANZULLO, Donald A.",0.51
106,House,11.0,IL,200,"WELLER, Gerald C. (Jerry)",0.28800000000000003
106,House,18.0,IL,200,"LaHOOD, Ray H.",0.24600000000000002
106,House,2.0,IL,100,"JACKSON, Jesse L., Jr.",-0.5379999999999999
106,House,5.0,IL,100,"BLAGOJEVICH, Rod R.",-0.317
106,House,7.0,IL,100,"DAVIS, Danny K.",-0.486
106,House,20.0,IL,200,"SHIMKUS, John M.",0.375
106,House,9.0,IL,100,"SCHAKOWSKY, Janice D.",-0.606
106,House,13.0,IL,200,"BIGGERT, Judy Borg",0.32299999999999995
106,House,19.0,IL,100,"PHELPS, David Dwain",-0.207
106,House,6.0,IN,200,"BURTON, Danny Lee",0.585
106,House,1.0,IN,100,"VISCLOSKY, Peter",-0.402
106,House,3.0,IN,100,"ROEMER, Timothy John",-0.165
106,House,5.0,IN,200,"BUYER, Stephen Earle",0.435
106,House,2.0,IN,200,"McINTOSH, David Martin",0.5760000000000001
106,House,4.0,IN,200,"SOUDER, Mark Edward",0.435
106,House,8.0,IN,200,"HOSTETTLER, John Nathan",0.705
106,House,7.0,IN,200,"PEASE, Edward Allan",0.413
106,House,10.0,IN,100,"CARSON, Julia May",-0.46399999999999997
106,House,9.0,IN,100,"HILL, Baron P.",-0.121
106,House,1.0,IA,200,"LEACH, James Albert Smith",0.141
106,House,2.0,IA,200,"NUSSLE, James Allen",0.41700000000000004
106,House,4.0,IA,200,"GANSKE, Greg",0.239
106,House,5.0,IA,200,"LATHAM, Thomas",0.302
106,House,3.0,IA,100,"BOSWELL, Leonard L.",-0.23800000000000002
106,House,4.0,KS,200,"TIAHRT, Todd",0.449
106,House,1.0,KS,200,"MORAN, Jerry",0.415
106,House,2.0,KS,200,"RYUN, Jim",0.547
106,House,3.0,KS,100,"MOORE, Dennis",-0.267
106,House,5.0,KY,200,"ROGERS, Harold Dallas (Hal)",0.33799999999999997
106,House,2.0,KY,200,"LEWIS, Ron",0.418
106,House,1.0,KY,200,"WHITFIELD, Wayne Edward (Ed)",0.303
106,House,3.0,KY,200,"NORTHUP, Anne Meagher",0.335
106,House,4.0,KY,100,"LUCAS, Ken",-0.057999999999999996
106,House,6.0,KY,200,"FLETCHER, Ernest L.",0.285
106,House,1.0,LA,200,"LIVINGSTON, Robert Linlithgow, Jr.",0.326
106,House,6.0,LA,200,"BAKER, Richard Hugh",0.423
106,House,4.0,LA,200,"McCRERY, James O., III",0.36200000000000004
106,House,2.0,LA,100,"JEFFERSON, William Jennings",-0.424
106,House,5.0,LA,200,"COOKSEY, John",0.33399999999999996
106,House,7.0,LA,100,"JOHN, Christopher",-0.12
106,House,1.0,LA,200,"VITTER, David",0.495
106,House,3.0,LA,200,"TAUZIN, Wilbert Joseph (Billy)",0.341
106,House,2.0,ME,100,"BALDACCI, John Elias",-0.33299999999999996
106,House,1.0,ME,100,"ALLEN, Thomas H.",-0.4
106,House,5.0,MD,100,"HOYER, Steny Hamilton",-0.38
106,House,3.0,MD,100,"CARDIN, Benjamin Louis",-0.319
106,House,8.0,MD,200,"MORELLA, Constance A.",-0.018000000000000002
106,House,1.0,MD,200,"GILCHREST, Wayne Thomas",0.204
106,House,4.0,MD,100,"WYNN, Albert Russell",-0.38
106,House,6.0,MD,200,"BARTLETT, Roscoe Gardner",0.493
106,House,2.0,MD,200,"EHRLICH, Robert L., Jr.",0.36
106,House,7.0,MD,100,"CUMMINGS, Elijah Eugene",-0.43799999999999994
106,House,9.0,MA,100,"MOAKLEY, John Joseph",-0.418
106,House,7.0,MA,100,"MARKEY, Edward John",-0.513
106,House,4.0,MA,100,"FRANK, Barney",-0.499
106,House,2.0,MA,100,"NEAL, Richard Edmund",-0.41700000000000004
106,House,1.0,MA,100,"OLVER, John Walter",-0.5770000000000001
106,House,5.0,MA,100,"MEEHAN, Martin Thomas",-0.39
106,House,3.0,MA,100,"McGOVERN, James P.",-0.539
106,House,6.0,MA,100,"TIERNEY, John F.",-0.488
106,House,10.0,MA,100,"DELAHUNT, Bill",-0.495
106,House,8.0,MA,100,"CAPUANO, Michael Everett",-0.58
106,House,16.0,MI,100,"DINGELL, John David, Jr.",-0.44799999999999995
106,House,14.0,MI,100,"CONYERS, John, Jr.",-0.6579999999999999
106,House,10.0,MI,100,"BONIOR, David Edward",-0.547
106,House,9.0,MI,100,"KILDEE, Dale Edward",-0.385
106,House,12.0,MI,100,"LEVIN, Sander Martin",-0.379
106,House,6.0,MI,200,"UPTON, Frederick Stephen",0.33
106,House,4.0,MI,200,"CAMP, David Lee",0.385
106,House,1.0,MI,100,"STUPAK, Bart T.",-0.396
106,House,2.0,MI,200,"HOEKSTRA, Peter",0.516
106,House,3.0,MI,200,"EHLERS, Vernon James",0.316
106,House,5.0,MI,100,"BARCIA, James A.",-0.184
106,House,7.0,MI,200,"SMITH, Nick H.",0.505
106,House,11.0,MI,200,"KNOLLENBERG, Joseph",0.366
106,House,13.0,MI,100,"RIVERS, Lynn Nancy",-0.38299999999999995
106,House,8.0,MI,100,"STABENOW, Deborah Ann",-0.342
106,House,15.0,MI,100,"KILPATRICK, Carolyn Cheeks",-0.491
106,House,8.0,MN,100,"OBERSTAR, James Louis",-0.5529999999999999
106,House,4.0,MN,100,"VENTO, Bruce Frank",-0.47200000000000003
106,House,5.0,MN,100,"SABO, Martin Olav",-0.516
106,House,3.0,MN,200,"RAMSTAD, James (Jim)",0.316
106,House,7.0,MN,100,"PETERSON, Collin Clark",-0.14800000000000002
106,House,2.0,MN,100,"MINGE, David R.",-0.213
106,House,1.0,MN,200,"GUTKNECHT, Gilbert W.",0.552
106,House,6.0,MN,100,"LUTHER, William Paul",-0.306
106,House,5.0,MS,100,"TAYLOR, Gary Eugene (Gene)",-0.045
106,House,2.0,MS,100,"THOMPSON, Bennie",-0.516
106,House,1.0,MS,200,"WICKER, Roger F.",0.379
106,House,3.0,MS,200,"PICKERING, Charles W. (Chip), Jr.",0.342
106,House,4.0,MS,100,"SHOWS, Clifford Ronald",-0.092
106,House,1.0,MO,100,"CLAY, William Lacy, Sr.",-0.49
106,House,3.0,MO,100,"GEPHARDT, Richard Andrew",-0.41600000000000004
106,House,4.0,MO,100,"SKELTON, Isaac Newton, IV (Ike)",-0.172
106,House,2.0,MO,200,"TALENT, James Matthes",0.364
106,House,6.0,MO,100,"DANNER, Patsy Ann (Pat)",-0.18600000000000003
106,House,5.0,MO,100,"McCARTHY, Karen",-0.344
106,House,7.0,MO,200,"BLUNT, Roy",0.415
106,House,8.0,MO,200,"EMERSON, Jo Ann",0.26899999999999996
106,House,9.0,MO,200,"HULSHOF, Kenny",0.363
106,House,1.0,MT,200,"HILL, Rick",0.424
106,House,1.0,NE,200,"BEREUTER, Douglas Kent",0.231
106,House,3.0,NE,200,"BARRETT, William E.",0.379
106,House,2.0,NE,200,"TERRY, Lee Raymond",0.426
106,House,2.0,NV,200,"GIBBONS, James A.",0.484
106,House,1.0,NV,100,"BERKLEY, Shelley",-0.302
106,House,2.0,NH,200,"BASS, Charles Foster",0.331
106,House,1.0,NH,200,"SUNUNU, John E.",0.473
106,House,5.0,NJ,200,"ROUKEMA, Margaret Scafati",0.162
106,House,4.0,NJ,200,"SMITH, Christopher Henry",0.166
106,House,3.0,NJ,200,"SAXTON, Hugh James",0.23800000000000002
106,House,6.0,NJ,100,"PALLONE, Frank, Jr.",-0.40399999999999997
106,House,10.0,NJ,100,"PAYNE, Donald Milford",-0.5920000000000001
106,House,1.0,NJ,100,"ANDREWS, Robert Ernest",-0.297
106,House,7.0,NJ,200,"FRANKS, Robert Douglas",0.259
106,House,13.0,NJ,100,"MENENDEZ, Robert",-0.36700000000000005
106,House,2.0,NJ,200,"LoBIONDO, Frank A.",0.21100000000000002
106,House,11.0,NJ,200,"FRELINGHUYSEN, Rodney P.",0.292
106,House,8.0,NJ,100,"PASCRELL, William J., Jr.",-0.366
106,House,9.0,NJ,100,"ROTHMAN, Steven",-0.35200000000000004
106,House,12.0,NJ,100,"HOLT, Rush",-0.46299999999999997
106,House,2.0,NM,200,"SKEEN, Joseph Richard",0.301
106,House,1.0,NM,200,"WILSON, Heather",0.247
106,House,3.0,NM,100,"UDALL, Thomas (Tom)",-0.45299999999999996
106,House,15.0,NY,100,"RANGEL, Charles B.",-0.514
106,House,20.0,NY,200,"GILMAN, Benjamin Arthur",0.043
106,House,29.0,NY,100,"LaFALCE, John Joseph",-0.35700000000000004
106,House,5.0,NY,100,"ACKERMAN, Gary Leonard",-0.429
106,House,23.0,NY,200,"BOEHLERT, Sherwood Louis",0.10300000000000001
106,House,11.0,NY,100,"OWENS, Major Robert Odell",-0.569
106,House,10.0,NY,100,"TOWNS, Edolphus",-0.519
106,House,31.0,NY,200,"HOUGHTON, Amory, Jr.",0.154
106,House,28.0,NY,100,"SLAUGHTER, Louise McIntosh",-0.465
106,House,17.0,NY,100,"ENGEL, Eliot Lance",-0.408
106,House,18.0,NY,100,"LOWEY, Nita M.",-0.389
106,House,21.0,NY,100,"McNULTY, Michael Robert",-0.369
106,House,25.0,NY,200,"WALSH, James T.",0.20800000000000002
106,House,16.0,NY,100,"SERRANO, José E.",-0.491
106,House,2.0,NY,200,"LAZIO, Enrico A. (Rick)",0.21600000000000003
106,House,3.0,NY,200,"KING, Peter T.",0.259
106,House,8.0,NY,100,"NADLER, Jerrold Lewis",-0.508
106,House,12.0,NY,100,"VELÁZQUEZ, Nydia M.",-0.547
106,House,14.0,NY,100,"MALONEY, Carolyn Bosher",-0.387
106,House,26.0,NY,100,"HINCHEY, Maurice Dunlea",-0.575
106,House,30.0,NY,200,"QUINN, John Francis (Jack)",0.198
106,House,1.0,NY,200,"FORBES, Michael Patrick",0.109
106,House,19.0,NY,200,"KELLY, Sue W.",0.231
106,House,4.0,NY,100,"McCARTHY, Carolyn",-0.294
106,House,13.0,NY,200,"FOSSELLA, Vito John",0.426
106,House,6.0,NY,100,"MEEKS, Gregory W.",-0.414
106,House,7.0,NY,100,"CROWLEY, Joseph",-0.41200000000000003
106,House,9.0,NY,100,"WEINER, Anthony D.",-0.408
106,House,22.0,NY,200,"SWEENEY, John E.",0.249
106,House,27.0,NY,200,"REYNOLDS, Thomas M.",0.349
106,House,24.0,NY,200,"McHUGH, John Michael",0.225
106,House,1.0,NY,100,"FORBES, Michael Patrick",-0.16699999999999998
106,House,6.0,NC,200,"COBLE, Howard",0.52
106,House,10.0,NC,200,"BALLENGER, Cass",0.46399999999999997
106,House,4.0,NC,100,"PRICE, David Eugene",-0.34299999999999997
106,House,11.0,NC,200,"TAYLOR, Charles Hart",0.488
106,House,1.0,NC,100,"CLAYTON, Eva M.",-0.45899999999999996
106,House,12.0,NC,100,"WATT, Melvin L.",-0.526
106,House,3.0,NC,200,"JONES, Walter Beaman, Jr.",0.244
106,House,5.0,NC,200,"BURR, Richard M.",0.441
106,House,9.0,NC,200,"MYRICK, Sue",0.56
106,House,2.0,NC,100,"ETHERIDGE, Bobby R.",-0.28800000000000003
106,House,7.0,NC,100,"McINTYRE, Mike",-0.14800000000000002
106,House,8.0,NC,200,"HAYES, Robert (Robin)",0.35100000000000003
106,House,1.0,ND,100,"POMEROY, Earl Ralph, III",-0.266
106,House,16.0,OH,200,"REGULA, Ralph Straus",0.221
106,House,3.0,OH,100,"HALL, Tony Patrick",-0.28
106,House,4.0,OH,200,"OXLEY, Michael Garver",0.382
106,House,9.0,OH,100,"KAPTUR, Marcia Carolyn (Marcy)",-0.35
106,House,12.0,OH,200,"KASICH, John Richard",0.314
106,House,17.0,OH,100,"TRAFICANT, James A., Jr.",-0.08199999999999999
106,House,14.0,OH,100,"SAWYER, Thomas Charles",-0.377
106,House,5.0,OH,200,"GILLMOR, Paul Eugene",0.254
106,House,7.0,OH,200,"HOBSON, David Lee",0.315
106,House,8.0,OH,200,"BOEHNER, John Andrew",0.513
106,House,2.0,OH,200,"PORTMAN, Robert Jones (Rob)",0.369
106,House,13.0,OH,100,"BROWN, Sherrod",-0.428
106,House,15.0,OH,200,"PRYCE, Deborah D.",0.32
106,House,1.0,OH,200,"CHABOT, Steve",0.564
106,House,18.0,OH,200,"NEY, Robert William",0.26899999999999996
106,House,19.0,OH,200,"LaTOURETTE, Steven C.",0.21100000000000002
106,House,6.0,OH,100,"STRICKLAND, Ted",-0.384
106,House,10.0,OH,100,"KUCINICH, Dennis",-0.5820000000000001
106,House,11.0,OH,100,"JONES, Stephanie Tubbs",-0.521
106,House,5.0,OK,200,"ISTOOK, Ernest James, Jr.",0.49200000000000005
106,House,6.0,OK,200,"LUCAS, Frank D.",0.363
106,House,1.0,OK,200,"LARGENT, Steve",0.617
106,House,2.0,OK,200,"COBURN, Thomas Allen",0.782
106,House,4.0,OK,200,"WATTS, Julius Caesar, Jr. (J. C.)",0.406
106,House,3.0,OK,200,"WATKINS, Wesley Wade",0.368
106,House,4.0,OR,100,"DeFAZIO, Peter Anthony",-0.428
106,House,3.0,OR,100,"BLUMENAUER, Earl",-0.428
106,House,5.0,OR,100,"HOOLEY, Darlene",-0.315
106,House,1.0,OR,100,"WU, David",-0.37
106,House,2.0,OR,200,"WALDEN, Greg",0.33299999999999996
106,House,9.0,PA,200,"SHUSTER, E. G. (Bud)",0.41600000000000004
106,House,12.0,PA,100,"MURTHA, John Patrick, Jr.",-0.265
106,House,19.0,PA,200,"GOODLING, William Franklin",0.336
106,House,14.0,PA,100,"COYNE, William Joseph",-0.494
106,House,3.0,PA,100,"BORSKI, Robert Anthony, Jr.",-0.41600000000000004
106,House,17.0,PA,200,"GEKAS, George William",0.426
106,House,11.0,PA,100,"KANJORSKI, Paul E.",-0.303
106,House,7.0,PA,200,"WELDON, Wayne Curtis (Curt)",0.23199999999999998
106,House,4.0,PA,100,"KLINK, Ronald",-0.31
106,House,6.0,PA,100,"HOLDEN, Thomas Timothy (Tim)",-0.233
106,House,8.0,PA,200,"GREENWOOD, James Charles",0.225
106,House,2.0,PA,100,"FATTAH, Chaka",-0.47200000000000003
106,House,18.0,PA,100,"DOYLE, Michael F.",-0.331
106,House,20.0,PA,100,"MASCARA, Frank R.",-0.271
106,House,21.0,PA,200,"ENGLISH, Philip Sheridan",0.251
106,House,5.0,PA,200,"PETERSON, John",0.34
106,House,16.0,PA,200,"PITTS, Joseph R.",0.5379999999999999
106,House,1.0,PA,100,"BRADY, Robert A.",-0.484
106,House,10.0,PA,200,"SHERWOOD, Don",0.32899999999999996
106,House,13.0,PA,100,"HOEFFEL, Joseph M.",-0.33799999999999997
106,House,15.0,PA,200,"TOOMEY, Patrick Joseph",0.635
106,House,1.0,RI,100,"KENNEDY, Patrick Joseph",-0.409
106,House,2.0,RI,100,"WEYGAND, Robert A.",-0.33
106,House,2.0,SC,200,"SPENCE, Floyd Davidson",0.32
106,House,5.0,SC,100,"SPRATT, John McKee, Jr.",-0.256
106,House,1.0,SC,200,"SANFORD, Mark",0.6859999999999999
106,House,3.0,SC,200,"GRAHAM, Lindsey O.",0.39399999999999996
106,House,4.0,SC,200,"DeMINT, James W.",0.7
106,House,6.0,SC,100,"CLYBURN, James Enos",-0.46399999999999997
106,House,1.0,SD,200,"THUNE, John",0.42
106,House,6.0,TN,100,"GORDON, Barton Jennings",-0.204
106,House,5.0,TN,100,"CLEMENT, Robert Nelson",-0.21600000000000003
106,House,2.0,TN,200,"DUNCAN, John J., Jr.",0.604
106,House,8.0,TN,100,"TANNER, John S.",-0.182
106,House,3.0,TN,200,"WAMP, Zachary Paul",0.428
106,House,4.0,TN,200,"HILLEARY, Van",0.5429999999999999
106,House,7.0,TN,200,"BRYANT, Ed",0.442
106,House,1.0,TN,200,"JENKINS, William Lewis",0.396
106,House,9.0,TN,100,"FORD, Harold, Jr.",-0.359
106,House,7.0,TX,200,"ARCHER, William Reynolds, Jr.",0.496
106,House,14.0,TX,200,"PAUL, Ronald Ernest",0.863
106,House,24.0,TX,100,"FROST, Jonas Martin",-0.316
106,House,17.0,TX,100,"STENHOLM, Charles Walter",0.019
106,House,4.0,TX,100,"HALL, Ralph Moody",0.096
106,House,27.0,TX,100,"ORTIZ, Solomon P.",-0.272
106,House,6.0,TX,200,"BARTON, Joe Linus",0.528
106,House,19.0,TX,200,"COMBEST, Larry Ed",0.45799999999999996
106,House,22.0,TX,200,"DeLAY, Thomas Dale",0.593
106,House,26.0,TX,200,"ARMEY, Richard Keith",0.635
106,House,21.0,TX,200,"SMITH, Lamar Seeligson",0.425
106,House,3.0,TX,200,"JOHNSON, Sam",0.61
106,House,11.0,TX,100,"EDWARDS, Thomas Chester (Chet)",-0.226
106,House,10.0,TX,100,"DOGGETT, Lloyd Alton, II",-0.402
106,House,13.0,TX,200,"THORNBERRY, William McClellan (Mac)",0.525
106,House,18.0,TX,100,"JACKSON LEE, Sheila",-0.46
106,House,25.0,TX,100,"BENTSEN, Kenneth E., Jr.",-0.292
106,House,1.0,TX,100,"SANDLIN, Max A.",-0.25
106,House,2.0,TX,100,"TURNER, Jim",-0.185
106,House,5.0,TX,200,"SESSIONS, Pete",0.5870000000000001
106,House,8.0,TX,200,"BRADY, Kevin Patrick",0.524
106,House,9.0,TX,100,"LAMPSON, Nicholas V.",-0.179
106,House,12.0,TX,200,"GRANGER, Kay",0.39799999999999996
106,House,15.0,TX,100,"HINOJOSA, Rubén",-0.34
106,House,16.0,TX,100,"REYES, Silvestre",-0.321
106,House,28.0,TX,100,"RODRIGUEZ, Ciro D.",-0.349
106,House,20.0,TX,100,"GONZALEZ, Charles A.",-0.34700000000000003
106,House,23.0,TX,200,"BONILLA, Henry",0.4
106,House,29.0,TX,100,"GREEN, Raymond Eugene (Gene)",-0.324
106,House,30.0,TX,100,"JOHNSON, Eddie Bernice",-0.485
106,House,1.0,UT,200,"HANSEN, James Vear",0.496
106,House,2.0,UT,200,"COOK, Merrill",0.364
106,House,3.0,UT,200,"CANNON, Christopher B.",0.596
106,House,1.0,VT,328,"SANDERS, Bernard",-0.531
106,House,7.0,VA,200,"BLILEY, Thomas Jerome, Jr.",0.382
106,House,10.0,VA,200,"WOLF, Frank Rudolph",0.284
106,House,1.0,VA,200,"BATEMAN, Herbert Harvell",0.242
106,House,9.0,VA,100,"BOUCHER, Frederick C.",-0.265
106,House,4.0,VA,100,"SISISKY, Norman",-0.122
106,House,2.0,VA,100,"PICKETT, Owen Bradford",-0.149
106,House,8.0,VA,100,"MORAN, James P.",-0.302
106,House,11.0,VA,200,"DAVIS, Thomas M., III",0.282
106,House,5.0,VA,100,"GOODE, Virgil H., Jr.",0.11800000000000001
106,House,3.0,VA,100,"SCOTT, Robert C.",-0.45
106,House,6.0,VA,200,"GOODLATTE, Robert William",0.496
106,House,5.0,VA,328,"GOODE, Virgil H., Jr.",0.583
106,House,6.0,WA,100,"DICKS, Norman DeValois",-0.312
106,House,7.0,WA,100,"McDERMOTT, James A.",-0.6659999999999999
106,House,2.0,WA,200,"METCALF, Jack",0.384
